"NEJA";"NE";"Slavistik";;;
"NEJA01000";"NEJA";"Slavistik";;;"Page=656"
"NEJA01010";"NEJA01000";"Slavische Philologie";"lkl=ja ?";;"page=656"
"NEJA01020";"NEJA01000";"Kirchenslavische Philologie";"lkl=jb ?";;"page=656"
"NEJA01030";"NEJA01000";"Altkirchenslavische Philologie";"lkl=jba?";;"page=656"
"NEJA01040";"NEJA01000";"SÃ¼dslavische Philologie";"lkl=jc ?";;"page=656"
"NEJA01050";"NEJA01000";"Bulgarische Philologie";"lkl=jcb?";;"page=656"
"NEJA01060";"NEJA01000";"Makedonische Philologie";"lkl=jcd?";;"page=656"
"NEJA01070";"NEJA01000";"Serbokroatische Philologie (Serbische, kroatische und bosnische Philologie)";"lkl=jcg?";;"page=656"
"NEJA01080";"NEJA01000";"Slovenische Philologie";"lkl=jck?";;"page=656"
"NEJA01090";"NEJA01000";"Westslavische Philologie";"lkl=jd ?";;"page=656"
"NEJA01100";"NEJA01000";"Cechische (tschechische) Philologie";"lkl=jdb?";;"page=656"
"NEJA01110";"NEJA01000";"Slovakische Philologie";"lkl=jdd?";;"page=656"
"NEJA01120";"NEJA01000";"Polnische Philologie";"lkl=jdh?";;"page=656"
"NEJA01130";"NEJA01000";"Sorbische Philologie";"lkl=jdk?";;"page=656"
"NEJA01140";"NEJA01000";"Ostseeslavische Philologie";"lkl=jdn?";;"page=656"
"NEJA01150";"NEJA01000";"Kaschubische Philologie (Slovinzisch, Pomoranisch)";"lkl=jdp?";;"page=656"
"NEJA01160";"NEJA01000";"Polabische Philologie";"lkl=jdt?";;"page=656"
"NEJA01170";"NEJA01000";"Ostslavische Philologie";"lkl=je?";;"page=656"
"NEJA01180";"NEJA01000";"Russische Philologie";"lkl=jf ?";;"page=656"
"NEJA01190";"NEJA01000";"Altrussische Philologie";"lkl=jfb?";;"page=656"
"NEJA01200";"NEJA01000";"Ukrainische Philologie";"lkl=jfe?";;"page=656"
"NEJA01210";"NEJA01000";"Weissrussische Philologie";"lkl=jfh?";;"page=656"